accession	entry_name	protein_names	gene_names	organism	sequence_source	keywords	go_ids	ligand_chebis	decision	reason
A0A8D2DRA2	A0A8D2DRA2_SCIVU	G-protein coupled estrogen receptor 1 (Chemoattractant receptor-like 2) (G protein-coupled estrogen receptor 1) (G-protein coupled receptor 30) (Membrane estrogen receptor)	GPER1	Sciurus vulgaris (Eurasian red squirrel)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0053;KW-0131;KW-1003;KW-0966;KW-0963;KW-0968;KW-0206;KW-0221;KW-1015;KW-0256;KW-0967;KW-0297;KW-0333;KW-0472;KW-0496;KW-0524;KW-0539;KW-0628;KW-0675;KW-1185;KW-0770;KW-0807;KW-0812;KW-1133	GO:0030424;GO:0030659;GO:0005829;GO:0032591;GO:0005769;GO:0005789;GO:0000139;GO:0098686;GO:0045095;GO:0031966;GO:0005635;GO:0005730;GO:0005654;GO:0048471;GO:0014069;GO:0055037;GO:0005802;GO:0003682;GO:0004930;GO:0030284;GO:1990239;GO:0007189;GO:0006915;GO:0030154;GO:0071392;GO:0071333;GO:0071375;GO:0071356;GO:0050804;GO:0010948;GO:0070373;GO:0045599;GO:0010629;GO:0050728;GO:0002695;GO:0051055;GO:0051898;GO:1904706;GO:0007399;GO:2000724;GO:0030335;GO:0008284;GO:0007204;GO:0045742;GO:0070374;GO:0045745;GO:0010628;GO:0032962;GO:0032024;GO:0050769;GO:0051897;GO:1903078;GO:0051281;GO:0045944;GO:0070474		KEEP	GO sterane-specific: ['GO:1990239']
A0A8D2GQD8	A0A8D2GQD8_UROPR	Bile acid receptor (Farnesoid X-activated receptor) (Farnesol receptor HRR-1) (Nuclear receptor subfamily 1 group H member 4) (Retinoid X receptor-interacting protein 14)	NR1H4	Urocitellus parryii (Arctic ground squirrel) (Spermophilus parryii)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0007;KW-0010;KW-0238;KW-0391;KW-0395;KW-0399;KW-1017;KW-0479;KW-0488;KW-0539;KW-0597;KW-0675;KW-1185;KW-0678;KW-0804;KW-0805;KW-0832;KW-0862;KW-0863	GO:0000791;GO:0016607;GO:0043235;GO:0090575;GO:0038186;GO:1902122;GO:0001228;GO:0046965;GO:0000978;GO:0001221;GO:0008270;GO:0008206;GO:0030154;GO:0007043;GO:1903413;GO:0071398;GO:0071222;GO:0042632;GO:0042742;GO:0006351;GO:0055089;GO:0006954;GO:0045087;GO:0001678;GO:0035356;GO:0043066;GO:0043124;GO:0050728;GO:0032692;GO:0032703;GO:0032715;GO:0071638;GO:0000122;GO:0032720;GO:0010804;GO:0032689;GO:0038185;GO:1904179;GO:2001250;GO:0046628;GO:0035774;GO:0032740;GO:1905695;GO:0010988;GO:0034162		KEEP	GO sterane-specific: ['GO:0038186']
A0A8D2GRP1	A0A8D2GRP1_UROPR	Protein smoothened	SMO	Urocitellus parryii (Arctic ground squirrel) (Spermophilus parryii)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-1003;KW-0966;KW-0217;KW-1015;KW-0297;KW-0325;KW-0472;KW-0675;KW-1185;KW-0732;KW-0807;KW-0812;KW-1133	GO:0097731;GO:0005901;GO:0005814;GO:0060170;GO:0030425;GO:0005783;GO:0005793;GO:0005794;GO:0005770;GO:0004862;GO:0004930;GO:0008142;GO:0005113;GO:0034236;GO:0140311;GO:0071397;GO:0071679;GO:0060242;GO:0003140;GO:0048853;GO:0001947;GO:0072285;GO:0007494;GO:0045892;GO:0010629;GO:0001649;GO:0090190;GO:0030335;GO:0045893;GO:0010628;GO:0040018;GO:2000179;GO:0046622;GO:0050678;GO:2000826;GO:0048745;GO:0007224;GO:0061053;GO:0021513;GO:0007371		KEEP	KW-0675 steroid hormone receptor
A0A8D2GX09	A0A8D2GX09_UROPR	Vitamin D3 receptor (1,25-dihydroxyvitamin D3 receptor) (Nuclear receptor subfamily 1 group I member 1)	VDR	Urocitellus parryii (Arctic ground squirrel) (Spermophilus parryii)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0963;KW-0238;KW-0479;KW-0539;KW-0675;KW-1185;KW-0804;KW-0805;KW-0862;KW-0863	GO:0000785;GO:0005737;GO:0005654;GO:0043235;GO:0090575;GO:0038186;GO:1902098;GO:1902121;GO:0046965;GO:0070644;GO:0008270;GO:0030154;GO:0000902;GO:0046697;GO:0042789;GO:0010839;GO:0000122;GO:0038185;GO:0035435;GO:0010628;GO:0045618;GO:0045944;GO:0070564;GO:1903412;GO:0048384;GO:0070561		DROP_VITD	VDR — vitamin D nuclear receptor (secosteroid-only)
A0A8D2H361	A0A8D2H361_UROPR	Endoplasmic reticulum membrane sensor NFE2L1 (Nuclear factor erythroid 2-related factor 1) (Nuclear factor, erythroid derived 2, like 1)	NFE2L1	Urocitellus parryii (Arctic ground squirrel) (Spermophilus parryii)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0010;KW-0153;KW-0175;KW-0238;KW-0256;KW-0325;KW-0443;KW-0446;KW-0472;KW-0539;KW-1185;KW-0678;KW-0735;KW-0753;KW-1207;KW-0804;KW-0805;KW-0812;KW-1133	GO:0005789;GO:0005634;GO:0032991;GO:0015485;GO:0001228;GO:0042802;GO:1990841;GO:0019904;GO:0044877;GO:0000978;GO:0033554;GO:0008203;GO:0006351;GO:0080135		KEEP	GO sterane-specific: ['GO:0015485']
A0A8D2H8B9	A0A8D2H8B9_UROPR	Caveolin	CAV1	Urocitellus parryii (Arctic ground squirrel) (Spermophilus parryii)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-1003;KW-0333;KW-0449;KW-0472;KW-0564;KW-1185;KW-0812;KW-1133	GO:0002080;GO:0002095;GO:0005938;GO:0005929;GO:0005783;GO:0005768;GO:0005925;GO:0000139;GO:0048471;GO:0042383;GO:0051117;GO:0042802;GO:0070320;GO:0050998;GO:0008142;GO:0016504;GO:0046982;GO:0019901;GO:0030292;GO:0044877;GO:0030674;GO:0005102;GO:0031267;GO:0044325;GO:0038166;GO:0097190;GO:0060070;GO:0070836;GO:0072584;GO:0030154;GO:0071455;GO:0071218;GO:0038016;GO:2000811;GO:0090090;GO:0001937;GO:0060546;GO:0048550;GO:1901380;GO:0031397;GO:0000122;GO:0010524;GO:0043123;GO:0030335;GO:0010875;GO:0120162;GO:1904294;GO:2001238;GO:1903598;GO:0010628;GO:2001244;GO:0031398;GO:0010608;GO:0019065;GO:0030193;GO:0098909;GO:1901844;GO:0051480;GO:2000535;GO:0086091;GO:0098903;GO:1900027;GO:0098911;GO:0009617;GO:0051592;GO:0031295		REVIEW	free-text mentions steroid vocabulary but no formal annotation
A0A8D2HJU4	A0A8D2HJU4_UROPR	Glucocorticoid receptor (Nuclear receptor subfamily 3 group C member 1)	NR3C1	Urocitellus parryii (Arctic ground squirrel) (Spermophilus parryii)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0156;KW-0158;KW-0963;KW-0206;KW-0238;KW-0446;KW-0479;KW-0496;KW-0539;KW-0597;KW-0675;KW-1185;KW-0754;KW-0804;KW-0805;KW-0862;KW-0863	GO:0005813;GO:0005694;GO:0005829;GO:0016020;GO:0005739;GO:0016607;GO:0032991;GO:0005819;GO:0045202;GO:0001046;GO:0001228;GO:0001227;GO:0051879;GO:0042802;GO:0004883;GO:1990841;GO:0019901;GO:0000978;GO:1990239;GO:0017025;GO:0008270;GO:0048708;GO:0071549;GO:0071560;GO:0006325;GO:0006351;GO:0014004;GO:0061744;GO:0150076;GO:1902895;GO:0010906;GO:2000322;GO:0008202;GO:0035249		KEEP	GO sterane-specific: ['GO:1990239']
A0A8D2HRL3	A0A8D2HRL3_UROPR	Non-selective voltage-gated ion channel VDAC1 (Voltage-dependent anion-selective channel protein 1)	VDAC1	Urocitellus parryii (Arctic ground squirrel) (Spermophilus parryii)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0007;KW-0053;KW-0067;KW-1003;KW-0406;KW-1017;KW-0472;KW-0496;KW-1000;KW-0520;KW-0547;KW-0597;KW-0626;KW-1185;KW-0812;KW-1134;KW-0813;KW-0832	GO:0045121;GO:0042645;GO:0005741;GO:0005757;GO:0005886;GO:0005524;GO:0097001;GO:0015485;GO:0042802;GO:0008142;GO:0031210;GO:0015288;GO:0019901;GO:0044325;GO:0008308;GO:0006915;GO:0030855;GO:1990542;GO:0043066;GO:0110099;GO:2000378;GO:1905091	CHEBI:15355;CHEBI:17996;CHEBI:18420;CHEBI:29034;CHEBI:29101;CHEBI:29103;CHEBI:29108;CHEBI:29985;CHEBI:30616;CHEBI:57262;CHEBI:57643;CHEBI:59905	KEEP	GO sterane-specific: ['GO:0015485']
A0A8D2HSY3	A0A8D2HSY3_UROPR	Androgen receptor (Dihydrotestosterone receptor) (Nuclear receptor subfamily 3 group C member 4)	AR	Urocitellus parryii (Arctic ground squirrel) (Spermophilus parryii)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0963;KW-0238;KW-0446;KW-0479;KW-0539;KW-0597;KW-0675;KW-1185;KW-0754;KW-0804;KW-0805;KW-0862;KW-0863	GO:0000785;GO:0005829;GO:0016607;GO:0005886;GO:0032991;GO:0005497;GO:0051117;GO:0008013;GO:0003682;GO:0001228;GO:0140693;GO:0003707;GO:0070974;GO:0000978;GO:0000979;GO:0001091;GO:0061629;GO:0005102;GO:0005496;GO:0001223;GO:0008270;GO:0030521;GO:0071391;GO:0071394;GO:0006351;GO:0030520;GO:0140694;GO:0008285;GO:0000122;GO:0045597;GO:0008284;GO:0010628;GO:0045726;GO:1902895;GO:2000243;GO:0045945;GO:0060736		KEEP	GO sterane-specific: ['GO:0003707', 'GO:0005497']
A0A8D2HUM0	A0A8D2HUM0_UROPR	Estrogen receptor (ER-alpha) (Estradiol receptor) (Nuclear receptor subfamily 3 group A member 1)	ESR1	Urocitellus parryii (Arctic ground squirrel) (Spermophilus parryii)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0010;KW-0238;KW-0446;KW-0479;KW-0539;KW-0675;KW-1185;KW-0754;KW-0804;KW-0805;KW-0862;KW-0863	GO:0005737;GO:0000791;GO:0005634;GO:0005886;GO:0032991;GO:0071889;GO:0051117;GO:0008013;GO:0003682;GO:0001228;GO:0034056;GO:0042802;GO:0030284;GO:0030331;GO:0019901;GO:0005496;GO:0017025;GO:0001093;GO:0001223;GO:0001222;GO:0008270;GO:0071392;GO:0002064;GO:0050673;GO:0030520;GO:0008406;GO:0043124;GO:0010629;GO:1902894;GO:0000122;GO:0071168;GO:0042127;GO:0043627;GO:0051123;GO:0048863		KEEP	KW-0675 steroid hormone receptor
A0A8D2I349	A0A8D2I349_UROPR	Patched 1	PTCH1	Urocitellus parryii (Arctic ground squirrel) (Spermophilus parryii)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0325;KW-0472;KW-0675;KW-1185;KW-0812;KW-1133	GO:0045177;GO:0005901;GO:0005929;GO:0005794;GO:0030496;GO:0048471;GO:0015485;GO:0030332;GO:0097108;GO:0008158;GO:0008201;GO:0005113;GO:0044877;GO:0005119;GO:0007420;GO:0001709;GO:0071397;GO:0009957;GO:0035108;GO:0072205;GO:0051782;GO:0045668;GO:0045879;GO:0000122;GO:0021997;GO:0001841;GO:0021532;GO:0060037;GO:0010875;GO:0045893;GO:0045606;GO:0072659;GO:0032880;GO:0007165;GO:0048745;GO:0061053		KEEP	GO sterane-specific: ['GO:0015485']
A0A8D2I5X8	A0A8D2I5X8_UROPR	UDP-glucuronosyltransferase (EC 2.4.1.17)	UGT1A1	Urocitellus parryii (Arctic ground squirrel) (Spermophilus parryii)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0256;KW-0325;KW-0328;KW-0472;KW-1185;KW-0732;KW-0808;KW-0812;KW-1133	GO:0034663;GO:0005788;GO:0005789;GO:0005886;GO:0019899;GO:0004857;GO:0015020;GO:0042803;GO:0001972;GO:0005496;GO:0006789;GO:0008210;GO:0051552;GO:0042167;GO:0006805	CHEBI:132367;CHEBI:132368;CHEBI:15378;CHEBI:58052;CHEBI:58223	KEEP_WEAK	GO:0005496 umbrella only (no vitD, no specific child)
A0A8D2I840	A0A8D2I840_UROPR	G-protein coupled estrogen receptor 1 (Chemoattractant receptor-like 2) (G protein-coupled estrogen receptor 1) (G-protein coupled receptor 30) (Membrane estrogen receptor)	GPER1	Urocitellus parryii (Arctic ground squirrel) (Spermophilus parryii)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0053;KW-0131;KW-1003;KW-0966;KW-0963;KW-0968;KW-0206;KW-0221;KW-1015;KW-0256;KW-0967;KW-0297;KW-0333;KW-0472;KW-0496;KW-0524;KW-0539;KW-0628;KW-0675;KW-1185;KW-0770;KW-0807;KW-0812;KW-1133	GO:0030424;GO:0030659;GO:0005829;GO:0032591;GO:0005769;GO:0005789;GO:0000139;GO:0098686;GO:0045095;GO:0031966;GO:0005635;GO:0005730;GO:0005654;GO:0048471;GO:0014069;GO:0055037;GO:0005802;GO:0003682;GO:0004930;GO:0030284;GO:1990239;GO:0007189;GO:0006915;GO:0030154;GO:0071392;GO:0071333;GO:0071375;GO:0071356;GO:0050804;GO:0010948;GO:0070373;GO:0045599;GO:0010629;GO:0050728;GO:0002695;GO:0051055;GO:0051898;GO:1904706;GO:0007399;GO:2000724;GO:0030335;GO:0008284;GO:0007204;GO:0045742;GO:0070374;GO:0045745;GO:0010628;GO:0032962;GO:0032024;GO:0050769;GO:0051897;GO:1903078;GO:0051281;GO:0045944;GO:0070474		KEEP	GO sterane-specific: ['GO:1990239']
A0A8D2IDV0	A0A8D2IDV0_UROPR	Tetraspanin	CD81	Urocitellus parryii (Arctic ground squirrel) (Spermophilus parryii)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-1064;KW-1003;KW-1015;KW-0391;KW-0446;KW-0472;KW-1185;KW-0812;KW-1133	GO:0016323;GO:0070062;GO:0001772;GO:0097197;GO:0015485;GO:0005178;GO:0042289;GO:1990459;GO:0001618;GO:0035783;GO:0071404;GO:0002455;GO:0001771;GO:0034238;GO:0014905;GO:0072675;GO:1905676;GO:0030890;GO:0050861;GO:2000563;GO:0002863;GO:0043410;GO:1904352;GO:0070863;GO:1903911;GO:2001190;GO:0050862;GO:2000553;GO:0045944;GO:0061462;GO:0072659;GO:0031623;GO:1905521;GO:0031647		KEEP	GO sterane-specific: ['GO:0015485']
A0A8D2JQ32	A0A8D2JQ32_SCIVU	UDP-glucuronosyltransferase (EC 2.4.1.17)	UGT1A1	Sciurus vulgaris (Eurasian red squirrel)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0256;KW-0325;KW-0328;KW-0472;KW-1185;KW-0732;KW-0808;KW-0812;KW-1133	GO:0034663;GO:0005788;GO:0005789;GO:0005886;GO:0019899;GO:0004857;GO:0015020;GO:0042803;GO:0001972;GO:0005496;GO:0006789;GO:0008210;GO:0051552;GO:0042167;GO:0006805	CHEBI:132367;CHEBI:132368;CHEBI:15378;CHEBI:58052;CHEBI:58223	KEEP_WEAK	GO:0005496 umbrella only (no vitD, no specific child)
A0A8D2KE85	A0A8D2KE85_UROPR	Apolipoprotein A-I	APOA1	Urocitellus parryii (Arctic ground squirrel) (Spermophilus parryii)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0153;KW-0345;KW-0443;KW-0445;KW-0449;KW-0558;KW-0564;KW-1185;KW-0677;KW-0964;KW-0732;KW-0753;KW-1207;KW-0813	GO:0042627;GO:0030139;GO:1903561;GO:0034362;GO:0034366;GO:0034361;GO:0001540;GO:0034191;GO:0045499;GO:0015485;GO:0120020;GO:0019899;GO:0031072;GO:0008035;GO:0070653;GO:0042802;GO:0060228;GO:0005543;GO:0034205;GO:0071402;GO:0033344;GO:0042632;GO:0070508;GO:0008203;GO:0007186;GO:0034380;GO:0034375;GO:0007229;GO:0042157;GO:0060354;GO:0002719;GO:0034115;GO:0050728;GO:0032691;GO:0010804;GO:0010903;GO:0006656;GO:0033700;GO:0055091;GO:0010875;GO:0090205;GO:0050766;GO:1902995;GO:0035025;GO:0051496;GO:1900026;GO:0050821;GO:0032489;GO:0043691;GO:0070328;GO:0051180		KEEP	GO sterane-specific: ['GO:0015485']
A0A8D2KPL8	A0A8D2KPL8_UROPR	Sodium/potassium-transporting ATPase subunit alpha	ATP1A1	Urocitellus parryii (Arctic ground squirrel) (Spermophilus parryii)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0067;KW-1003;KW-0406;KW-0460;KW-0472;KW-0479;KW-0547;KW-0597;KW-0630;KW-0633;KW-1185;KW-0915;KW-0739;KW-0740;KW-1278;KW-0812;KW-1133;KW-0813	GO:0016324;GO:0016323;GO:0016328;GO:0031090;GO:0014069;GO:0005890;GO:0036126;GO:0030315;GO:0005524;GO:0016887;GO:0046872;GO:0005391;GO:0016791;GO:0051087;GO:1990239;GO:0044325;GO:0071383;GO:0030007;GO:0006883;GO:0086009;GO:0007231;GO:1990573;GO:1902600;GO:1903416;GO:0036376	CHEBI:15377;CHEBI:15378;CHEBI:29101;CHEBI:29103;CHEBI:30616;CHEBI:43474;CHEBI:456216	KEEP	GO sterane-specific: ['GO:1990239']
A0A8D2ZEL5	A0A8D2ZEL5_SCOMX	Protein smoothened	smo	Scophthalmus maximus (Turbot) (Psetta maxima)	UniProt accession (from Rhea steroid-reaction query — corpus seed)				KEEP_BY_NAME	sterane — cholesterol-modulated
A0A8D2ZVN6	A0A8D2ZVN6_SCOMX	G-protein coupled estrogen receptor 1 (G protein-coupled estrogen receptor 1) (G-protein coupled receptor 30)	gper1	Scophthalmus maximus (Turbot) (Psetta maxima)	UniProt accession (from Rhea steroid-reaction query — corpus seed)				KEEP_BY_NAME	sterane — estradiol binds sterane
A0A8I3N2S7	A0A8I3N2S7_CANLF	Bile acid receptor (Farnesoid X-activated receptor) (Farnesol receptor HRR-1) (Nuclear receptor subfamily 1 group H member 4)	NR1H4	Canis lupus familiaris (Dog) (Canis familiaris)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0007;KW-0010;KW-0238;KW-0391;KW-0395;KW-0399;KW-1017;KW-0479;KW-0488;KW-0539;KW-0597;KW-0675;KW-1185;KW-0678;KW-0804;KW-0805;KW-0832;KW-0862;KW-0863	GO:0000791;GO:0016607;GO:0005634;GO:0043235;GO:0090575;GO:0032052;GO:0038186;GO:1902122;GO:0001228;GO:0004879;GO:0046965;GO:0000978;GO:0001221;GO:0008270;GO:0030154;GO:0007043;GO:1903413;GO:0071398;GO:0071222;GO:0042632;GO:0042742;GO:0006351;GO:0055089;GO:0006954;GO:0045087;GO:0001678;GO:0030522;GO:0035356;GO:0043066;GO:0043124;GO:0050728;GO:0032692;GO:0032703;GO:0032715;GO:0071638;GO:0000122;GO:0032720;GO:0010804;GO:0032689;GO:0038185;GO:1904179;GO:2001250;GO:0046628;GO:0035774;GO:0032740;GO:1905695;GO:0045944;GO:0010988;GO:0034162		KEEP	GO sterane-specific: ['GO:0032052', 'GO:0038186']
A0A8I3PZ26	A0A8I3PZ26_CANLF	Androgen receptor (Dihydrotestosterone receptor) (Nuclear receptor subfamily 3 group C member 4)	AR	Canis lupus familiaris (Dog) (Canis familiaris)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0963;KW-0238;KW-0446;KW-0479;KW-0539;KW-0597;KW-0675;KW-1185;KW-0754;KW-0804;KW-0805;KW-0832;KW-0862;KW-0863	GO:0000785;GO:0005829;GO:0016607;GO:0005634;GO:0032991;GO:0005497;GO:0051117;GO:0008013;GO:0003682;GO:0001228;GO:0034056;GO:0140693;GO:0004879;GO:0003707;GO:0001091;GO:0061629;GO:0005102;GO:0005496;GO:0001223;GO:0008270;GO:0030521;GO:0071391;GO:0071394;GO:0006351;GO:0030520;GO:0008584;GO:0140694;GO:0008285;GO:0000122;GO:0045597;GO:0008284;GO:0010628;GO:0045726;GO:1902895;GO:0045944;GO:0045945;GO:0007283		KEEP	GO sterane-specific: ['GO:0003707', 'GO:0005497']
A0A8I3QAS6	A0A8I3QAS6_CANLF	Sodium/potassium-transporting ATPase subunit alpha	ATP1A2	Canis lupus familiaris (Dog) (Canis familiaris)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0067;KW-1003;KW-0406;KW-0460;KW-0472;KW-0479;KW-0547;KW-0597;KW-0630;KW-0633;KW-1185;KW-0915;KW-0739;KW-0740;KW-1278;KW-0812;KW-1133;KW-0813	GO:0042995;GO:0009986;GO:0005783;GO:0043025;GO:0031090;GO:0005886;GO:0005890;GO:0030315;GO:0005524;GO:0016887;GO:0005391;GO:0030955;GO:0051087;GO:0031402;GO:1990239;GO:0046034;GO:0008015;GO:0007154;GO:0071383;GO:0030007;GO:0006883;GO:0035641;GO:1990573;GO:1902600;GO:0008016;GO:0006942;GO:0010996;GO:1903416;GO:0036376	CHEBI:15377;CHEBI:15378;CHEBI:29101;CHEBI:29103;CHEBI:30616;CHEBI:43474;CHEBI:456216	KEEP	GO sterane-specific: ['GO:1990239']
A0A8I3SBK9	A0A8I3SBK9_CANLF	Sodium/potassium-transporting ATPase subunit alpha	ATP1A1	Canis lupus familiaris (Dog) (Canis familiaris)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0067;KW-1003;KW-0966;KW-0406;KW-0460;KW-0472;KW-0479;KW-0547;KW-0597;KW-0630;KW-0633;KW-1185;KW-0915;KW-0739;KW-0740;KW-1278;KW-0812;KW-1133;KW-0813	GO:0016324;GO:0030424;GO:0016323;GO:0016328;GO:0042470;GO:0031090;GO:0014069;GO:0042383;GO:0005890;GO:0036126;GO:0030315;GO:0005524;GO:0016887;GO:0046872;GO:0005391;GO:0016791;GO:0051087;GO:1990239;GO:0044325;GO:0071383;GO:0030007;GO:0006883;GO:0086009;GO:0007231;GO:1990573;GO:1902600;GO:1903416;GO:0036376	CHEBI:15377;CHEBI:15378;CHEBI:29101;CHEBI:29103;CHEBI:30616;CHEBI:43474;CHEBI:456216	KEEP	GO sterane-specific: ['GO:1990239']
A0A8I3W275	A0A8I3W275_CALJA	Apolipoprotein A-II (Apolipoprotein A2)	APOA2	Callithrix jacchus (White-tufted-ear marmoset) (Simia Jacchus)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0345;KW-0445;KW-0558;KW-1185;KW-0964;KW-0813	GO:0042627;GO:0034366;GO:0034361;GO:0034190;GO:0015485;GO:0120020;GO:0019899;GO:0031072;GO:0008035;GO:0070653;GO:0055102;GO:0031210;GO:0060228;GO:0046982;GO:0042803;GO:0048018;GO:0071402;GO:0033344;GO:0042632;GO:0046340;GO:0034380;GO:0034384;GO:0034375;GO:0042157;GO:0034374;GO:0060621;GO:0002719;GO:0050995;GO:0010903;GO:0006656;GO:0009395;GO:0033700;GO:0032757;GO:0050996;GO:0050766;GO:0050821;GO:0009749;GO:0043691;GO:0034370		KEEP	GO sterane-specific: ['GO:0015485']
A0A8I3W4L6	A0A8I3W4L6_CALJA	Non-selective voltage-gated ion channel VDAC1 (Voltage-dependent anion-selective channel protein 1)	VDAC1	Callithrix jacchus (White-tufted-ear marmoset) (Simia Jacchus)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0007;KW-0053;KW-0067;KW-1003;KW-0406;KW-1017;KW-0472;KW-0496;KW-1000;KW-0520;KW-0547;KW-0597;KW-0626;KW-1185;KW-0812;KW-1134;KW-0813;KW-0832	GO:0045121;GO:0005741;GO:0005886;GO:0046930;GO:0005524;GO:0008142;GO:0015288;GO:0008308;GO:0006915;GO:2000378;GO:1901524	CHEBI:15355;CHEBI:17996;CHEBI:18420;CHEBI:29034;CHEBI:29101;CHEBI:29103;CHEBI:29108;CHEBI:29985;CHEBI:30616;CHEBI:57262;CHEBI:57643;CHEBI:59905	DROP_NONE	no steroid keyword, GO term, or ligand annotation
A0A8I3W7Y8	A0A8I3W7Y8_CALJA	Caveolin	CAV1	Callithrix jacchus (White-tufted-ear marmoset) (Simia Jacchus)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-1003;KW-0963;KW-0333;KW-0449;KW-0472;KW-0564;KW-1185;KW-0812;KW-1133	GO:0002080;GO:0002095;GO:0005938;GO:0005929;GO:0005783;GO:0005768;GO:0005925;GO:0000139;GO:0048471;GO:0042383;GO:0051117;GO:0042802;GO:0070320;GO:0050998;GO:0008142;GO:0016504;GO:0046982;GO:0019901;GO:0030292;GO:0044877;GO:0030674;GO:0005102;GO:0031267;GO:0044325;GO:0038166;GO:0097190;GO:0060070;GO:0070836;GO:0072584;GO:0030154;GO:0071455;GO:0071218;GO:0038016;GO:2000811;GO:0090090;GO:0001937;GO:0060546;GO:0048550;GO:1901380;GO:0031397;GO:0000122;GO:0010524;GO:0043123;GO:0030335;GO:0010875;GO:0120162;GO:1904294;GO:2001238;GO:1903598;GO:0010628;GO:2001244;GO:0031398;GO:0010608;GO:0019065;GO:0030193;GO:0098909;GO:1901844;GO:0051480;GO:2000535;GO:0086091;GO:0098903;GO:1900027;GO:0098911;GO:0009617;GO:0051592;GO:0031295		REVIEW	free-text mentions steroid vocabulary but no formal annotation
A0A8I4A362	A0A8I4A362_CALJA	Sodium/potassium-transporting ATPase subunit alpha-2 (EC 7.2.2.13) (Sodium pump subunit alpha-2)	ATP1A2 LOC100403160	Callithrix jacchus (White-tufted-ear marmoset) (Simia Jacchus)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0067;KW-1003;KW-0406;KW-0460;KW-0472;KW-0479;KW-0547;KW-0597;KW-0630;KW-0633;KW-1185;KW-0915;KW-0739;KW-0740;KW-1278;KW-0812;KW-1133;KW-0813	GO:0042995;GO:0009986;GO:0005783;GO:0043025;GO:0031090;GO:0005890;GO:0030315;GO:0005524;GO:0016887;GO:0005391;GO:0030955;GO:0051087;GO:0031402;GO:1990239;GO:0046034;GO:0008015;GO:0007154;GO:0071383;GO:0030007;GO:0006883;GO:0035641;GO:1990573;GO:1902600;GO:0008016;GO:0006942;GO:0010996;GO:1903416;GO:0036376	CHEBI:15377;CHEBI:15378;CHEBI:29101;CHEBI:29103;CHEBI:30616;CHEBI:43474;CHEBI:456216	KEEP	GO sterane-specific: ['GO:1990239']
A0A8I5N6B3	A0A8I5N6B3_PAPAN	Bile acid receptor (Farnesoid X-activated receptor) (Farnesol receptor HRR-1) (Nuclear receptor subfamily 1 group H member 4) (Retinoid X receptor-interacting protein 14)	NR1H4	Papio anubis (Olive baboon)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0007;KW-0010;KW-0238;KW-0391;KW-0395;KW-0399;KW-1017;KW-0479;KW-0488;KW-0539;KW-0597;KW-0675;KW-1185;KW-0678;KW-0804;KW-0805;KW-0832;KW-0862;KW-0863	GO:0000791;GO:0016607;GO:0043235;GO:0090575;GO:0038186;GO:1902122;GO:0001228;GO:0046965;GO:0000978;GO:0001221;GO:0008270;GO:0030154;GO:0007043;GO:1903413;GO:0071398;GO:0071222;GO:0042632;GO:0042742;GO:0006351;GO:0055089;GO:0006954;GO:0045087;GO:0001678;GO:0035356;GO:0043066;GO:0043124;GO:0050728;GO:0032692;GO:0032703;GO:0032715;GO:0071638;GO:0000122;GO:0032720;GO:0010804;GO:0032689;GO:0038185;GO:1904179;GO:2001250;GO:0046628;GO:0035774;GO:0032740;GO:1905695;GO:0010988;GO:0034162		KEEP	GO sterane-specific: ['GO:0038186']
