i	j	len_i	len_j	identity
3828	22583	550	301	0.2
11586	30862	546	665	0.21666666666666667
27399	4384	1352	858	0.375
8193	1736	1330	529	0.35294117647058826
10493	5671	322	1253	0.24561403508771928
21047	31246	383	1188	0.32608695652173914
3600	26658	515	583	0.31746031746031744
4861	3923	521	457	0.3333333333333333
10215	8653	645	458	0.47619047619047616
16115	4538	292	514	0.2727272727272727
7463	25610	847	555	0.5384615384615384
31356	28953	474	404	0.24509803921568626
1575	25321	516	277	0.3225806451612903
31314	28021	348	381	0.25
13401	21974	503	535	0.32142857142857145
16126	8879	463	258	0.2261904761904762
9906	13003	315	292	0.2742857142857143
31869	8067	497	497	0.3157894736842105
23313	10178	668	717	0.3050847457627119
4693	9047	343	1263	0.3333333333333333
24808	33870	292	837	0.26229508196721313
18643	33595	252	273	0.2619047619047619
24093	27137	497	547	0.25663716814159293
14461	32635	505	391	0.3142857142857143
5491	5447	540	1289	0.32558139534883723
18747	9976	575	329	0.3684210526315789
20418	12619	894	1276	0.22018348623853212
1413	2624	689	547	0.32558139534883723
1895	16045	362	165	0.4
29724	22062	528	1294	0.2857142857142857
16099	9732	1315	875	0.42105263157894735
15944	4793	263	356	0.2631578947368421
13577	9384	484	332	0.35555555555555557
17016	28662	1691	811	0.2777777777777778
22582	32912	303	887	0.32
24910	24902	1348	293	0.27450980392156865
13676	8310	192	1277	0.21951219512195122
31375	35086	1459	784	0.2727272727272727
16898	6768	504	514	0.23387096774193547
32170	13218	418	448	0.4074074074074074
32566	27048	462	521	0.5882352941176471
22445	4690	736	555	0.26666666666666666
22336	13782	427	362	0.2345679012345679
34327	9139	344	586	0.19696969696969696
2702	6176	491	354	0.2682926829268293
6446	18008	1480	165	0.375
1987	25417	509	821	0.24242424242424243
23140	10726	454	513	0.24087591240875914
28047	25750	465	570	0.6
19191	12057	296	624	0.2535211267605634
28251	29171	558	429	0.3225806451612903
14439	24169	331	1542	0.32
4168	9469	473	1290	0.28125
18327	20704	820	231	0.42105263157894735
22637	14457	261	556	0.4
16312	32047	301	328	0.625
23948	25706	585	1277	0.22018348623853212
20579	25290	360	501	0.3148148148148148
30753	26917	1271	1332	0.375
17051	34664	465	786	0.2549019607843137
28920	33509	804	100	0.4
19235	27909	521	435	0.3
10468	10792	448	376	0.7
18263	18872	500	468	0.21788990825688073
24091	7884	1866	609	0.2909090909090909
1420	20108	522	343	0.25
26659	9049	500	1273	0.3125
20637	380	1494	505	0.2717391304347826
27084	8494	436	438	0.46373626373626375
27446	21429	274	881	0.4666666666666667
25105	34985	242	933	0.24210526315789474
21876	7199	917	1257	0.21212121212121213
9371	3554	529	507	0.34210526315789475
27636	8282	504	373	0.22413793103448276
29314	27386	551	490	0.3684210526315789
32256	11752	441	250	0.2698412698412698
15166	20943	531	526	0.3333333333333333
1427	28891	695	534	0.26666666666666666
14123	16869	292	252	0.3
17648	9075	164	571	0.4375
4780	8584	409	496	0.35294117647058826
7225	19736	676	1315	0.27102803738317754
28644	24330	555	1350	0.4444444444444444
286	12192	1306	394	0.21666666666666667
9656	12837	585	482	0.38461538461538464
19182	32337	277	323	0.42857142857142855
30242	409	493	394	0.27586206896551724
18800	22602	577	479	0.36363636363636365
32292	30385	319	548	0.24468085106382978
8974	24482	1334	361	0.4444444444444444
7616	34062	1342	926	0.3333333333333333
19091	3403	558	540	0.32075471698113206
30078	1587	467	536	0.2164009111617312
13343	15084	556	373	0.21481481481481482
34714	8778	924	542	0.2018348623853211
6134	19176	500	262	0.24509803921568626
29673	9438	380	507	0.23577235772357724
15926	12652	95	1330	0.2608695652173913
29144	10227	534	567	0.37142857142857144
3676	17676	270	448	0.2962962962962963
20752	4196	1247	250	0.29545454545454547
25867	31997	494	496	0.3125
26227	29181	373	551	0.29411764705882354
770	25914	261	371	0.5
12919	26672	362	345	0.42857142857142855
14398	9215	292	498	0.20408163265306123
34093	27940	347	532	0.3
13137	284	362	550	0.625
7394	4414	536	473	0.6804123711340206
9064	9931	512	411	0.22972972972972974
1773	3211	312	348	0.36666666666666664
33947	19148	237	512	0.28
32989	17591	486	292	0.3333333333333333
8290	25408	688	414	0.36363636363636365
16588	13339	192	505	0.3333333333333333
13408	13927	293	1308	0.4
27712	29580	502	456	0.2702702702702703
24970	1503	345	410	0.3111111111111111
33391	10904	178	320	0.24
26572	32687	524	200	0.30612244897959184
5622	13555	553	505	0.3111111111111111
24981	571	336	338	0.30952380952380953
21991	16593	1295	317	0.3076923076923077
18745	28499	523	458	0.46153846153846156
8721	1574	466	502	0.19668737060041408
24279	27479	1508	1179	0.3625866050808314
18345	3407	548	503	0.29411764705882354
7453	12307	475	428	0.5
9540	17141	865	731	0.25
24221	6132	530	542	0.3142857142857143
14100	24523	362	472	0.37142857142857144
3271	59	276	494	0.2682926829268293
5075	7096	480	1292	0.22857142857142856
21744	19121	1253	487	0.2222222222222222
25657	7190	522	571	0.24761904761904763
31142	22608	239	656	0.32
34773	3933	805	374	0.4117647058823529
3197	14204	356	458	0.554006968641115
34335	33395	586	1021	0.2753623188405797
2341	18732	495	555	0.3076923076923077
16730	4465	1283	446	0.3548387096774194
4014	18471	435	410	0.27450980392156865
4026	17821	271	525	0.34615384615384615
15859	4186	394	516	0.2514450867052023
22843	26585	465	227	0.34782608695652173
25228	33355	260	148	0.45
22277	4970	362	499	0.1935483870967742
13996	21638	536	507	0.2545454545454545
12512	34238	332	111	0.8
6752	17985	515	394	0.20987654320987653
33754	14237	486	524	0.2962962962962963
31281	20335	148	360	0.4666666666666667
30020	20953	469	1308	0.46153846153846156
23085	33140	484	809	0.2903225806451613
3272	12916	1543	165	0.19117647058823528
2756	787	521	932	0.26277372262773724
6757	26431	515	257	0.2391304347826087
33837	20824	487	338	0.35294117647058826
24997	18470	1343	589	0.375
29319	7208	487	465	0.28078817733990147
31919	29543	575	237	0.625
17187	2365	687	356	0.35714285714285715
5977	2438	429	262	0.21052631578947367
10142	30316	516	413	0.28205128205128205
6731	26528	335	761	0.3076923076923077
34545	13382	784	192	0.35714285714285715
31701	6739	151	538	0.22
28569	6121	586	524	0.34615384615384615
6992	23973	1233	657	0.24413145539906103
33813	25510	1024	525	0.2631578947368421
27806	33905	535	178	0.4117647058823529
27682	7393	519	536	0.30434782608695654
5582	30803	1291	509	0.42105263157894735
25256	28740	261	484	0.2962962962962963
23347	34164	1478	91	0.4
13235	13055	1333	453	0.21428571428571427
10474	27120	1071	1122	0.36363636363636365
4303	31227	259	556	0.4
2731	21027	319	378	0.5
1840	21812	255	691	0.225
13590	24571	638	325	0.4
12425	16749	319	498	0.2916666666666667
23366	4389	261	691	0.25
22791	27655	658	261	0.3333333333333333
21440	28818	1326	345	0.2631578947368421
9827	24223	1323	425	0.3055555555555556
16181	23903	191	848	0.38095238095238093
15690	16217	292	556	0.2962962962962963
33369	10688	363	806	0.47058823529411764
18500	10434	238	329	0.625
25421	26226	361	301	0.6411960132890365
9307	6177	835	410	0.3684210526315789
30679	31586	348	322	0.2631578947368421
21964	2838	484	396	0.6
4360	21643	256	236	0.34545454545454546
17542	27873	365	387	0.21428571428571427
28033	31776	578	472	0.3125
13632	281	292	394	0.22580645161290322
13264	423	191	237	0.2682926829268293
9936	33779	1305	311	0.3170731707317073
22345	13402	1337	1306	0.24184566428003182
10327	30279	504	509	0.20606060606060606
11715	31391	558	329	0.4090909090909091
25182	28180	249	505	0.2631578947368421
14547	16714	541	580	0.2535211267605634
20752	4563	1247	1344	0.24727577535624476
24312	4012	625	335	0.29411764705882354
10787	20967	871	466	0.36363636363636365
8243	33938	508	357	0.3125
24288	19649	365	402	0.3181818181818182
27949	6979	482	290	0.4
15633	289	1330	235	0.34375
30612	12480	224	164	0.38095238095238093
501	35072	418	264	0.35294117647058826
30926	8196	605	608	0.2777777777777778
522	29928	513	286	0.28205128205128205
14664	10939	144	238	0.4
31705	31137	348	237	0.4
30745	29876	398	350	0.5833333333333334
7599	7921	522	492	0.49272349272349275
32850	19168	778	293	0.2972972972972973
9188	20908	367	667	0.34375
8406	31505	551	503	0.23430962343096234
33027	25554	271	277	0.2553191489361702
13003	71	292	1763	0.2540983606557377
4029	564	1325	292	0.4090909090909091
29005	5435	761	464	0.3103448275862069
9596	4796	1291	371	0.26785714285714285
3149	9277	261	512	0.3333333333333333
18262	9228	1074	555	0.2396694214876033
12678	19346	505	856	0.2982456140350877
19022	32037	491	320	0.2537313432835821
14195	3396	293	1520	0.5
22858	31681	1319	309	0.21978021978021978
29296	30779	339	711	0.5555555555555556
6156	27996	363	260	0.36666666666666664
7884	31112	609	238	0.29411764705882354
7099	24654	1274	561	0.4117647058823529
23905	28475	800	513	0.75
22928	26133	538	513	0.26582278481012656
26387	29835	293	915	0.2826086956521739
26654	19398	294	512	0.38095238095238093
2666	24748	523	492	0.27586206896551724
34341	15370	560	186	0.3333333333333333
12764	18846	524	1005	0.3333333333333333
17433	1053	620	330	0.2830188679245283
1144	24028	542	522	0.2289156626506024
9983	10582	514	237	0.42105263157894735
18451	9070	480	401	0.6666666666666666
24894	23889	260	1267	0.23308270676691728
12863	30074	525	550	0.6748582230623819
13126	11947	329	479	0.35294117647058826
8335	5783	737	1316	0.2318840579710145
4976	16932	510	461	0.7108910891089109
15982	870	479	506	0.26666666666666666
30058	1392	515	381	0.3333333333333333
23713	18645	259	460	0.4
31341	15941	446	538	0.2033898305084746
27612	3281	659	715	0.6666666666666666
7472	21926	513	493	0.21052631578947367
32298	7490	261	585	0.2358490566037736
5414	21545	352	508	0.2894736842105263
2434	6303	369	316	0.325
2874	4537	487	269	0.42857142857142855
26015	9921	236	230	0.21761658031088082
27463	584	498	408	0.2344139650872818
2013	33024	515	1449	0.42857142857142855
2142	8817	409	1143	0.24390243902439024
26301	22849	1273	821	0.26506024096385544
13692	17147	329	549	0.2916666666666667
30718	22037	522	345	0.35294117647058826
29865	13323	370	1509	0.225
14460	20882	654	340	0.2962962962962963
18941	33266	1132	764	0.20388349514563106
32793	13567	1362	446	0.375
23472	32243	541	796	0.25
5849	12248	1308	1059	0.3103448275862069
7064	18591	597	1268	0.271356783919598
26405	30932	496	234	0.225
5982	16524	569	192	0.375
25192	15890	260	286	0.18552036199095023
33119	27077	822	451	0.2692307692307692
25384	18588	1165	306	0.20987654320987653
15732	10208	318	1514	0.42857142857142855
1503	13609	410	411	0.45454545454545453
6004	32430	538	223	0.5
9090	26716	639	240	0.21951219512195122
27740	23911	260	497	0.23728813559322035
9584	33976	552	570	0.23863636363636365
9305	20340	792	226	0.3170731707317073
25745	21828	222	1317	0.15476190476190477
17292	10908	619	261	0.3333333333333333
32640	8423	1349	512	0.3220338983050847
19011	171	379	434	0.29411764705882354
2581	2253	615	373	0.21904761904761905
9256	1362	496	1279	0.25862068965517243
25632	3252	345	328	0.3333333333333333
5659	19935	447	522	0.20833333333333334
24706	1144	354	542	0.23809523809523808
20947	5637	501	1525	0.2727272727272727
1578	22145	528	639	0.42857142857142855
18337	13662	1514	510	0.3
9387	32473	616	307	0.5454545454545454
7506	26256	492	1353	0.2727272727272727
13298	3736	394	437	0.3684210526315789
12985	15366	452	265	0.35294117647058826
20989	27578	440	635	0.2558139534883721
14225	24994	365	510	0.24731182795698925
13157	843	394	349	0.4
5859	3815	526	312	0.8333333333333334
3726	2471	862	453	0.42857142857142855
3435	34493	794	561	0.3181818181818182
15387	4323	394	1319	0.42857142857142855
29056	34146	534	865	0.4
7468	232	394	220	0.4090909090909091
20297	34845	526	1323	0.23809523809523808
2939	11369	704	516	0.4
34519	15115	770	1508	0.6363636363636364
22015	18263	1276	500	0.2247191011235955
4225	21961	528	525	0.2627118644067797
11777	3314	251	420	0.2727272727272727
15080	3235	328	303	0.2765957446808511
17203	14458	495	633	0.2608695652173913
29064	27338	1042	517	0.43333333333333335
27832	5801	503	553	0.7
15888	27360	1508	571	0.6875
25815	11166	515	550	0.6
34982	1620	935	414	0.24675324675324675
33544	5396	1442	540	0.3125
9196	8985	525	531	0.8087649402390438
28120	34073	1569	765	0.3018867924528302
4376	22858	566	1319	0.3225806451612903
19863	30072	1248	1270	0.6682926829268293
16805	30015	439	291	0.4166666666666667
245	22772	394	312	0.2391304347826087
14436	4826	505	467	0.2647058823529412
5785	2381	345	503	0.3076923076923077
22862	13899	506	311	0.45454545454545453
16024	548	519	520	0.8961538461538462
28354	32584	850	262	0.23404255319148937
13290	29351	315	530	0.4117647058823529
33019	19019	274	516	0.36363636363636365
9142	6203	415	256	0.3103448275862069
8178	20212	470	365	0.3
9170	27668	397	396	0.32653061224489793
15255	31088	320	506	0.32075471698113206
26751	23329	533	777	0.2
1886	6805	261	418	0.25925925925925924
26577	31838	297	445	0.24509803921568626
27993	31387	540	362	0.47058823529411764
6441	33363	1521	893	0.29850746268656714
32456	31373	528	791	0.303347280334728
26091	8209	894	499	0.3225806451612903
34784	14204	782	458	0.25925925925925924
26815	15478	541	394	0.375
28340	34469	307	308	0.4
23431	1610	579	248	0.25
5752	25985	409	516	0.21739130434782608
10581	30139	1333	261	0.75
26313	11265	487	383	0.28125
10414	12063	494	548	0.2777777777777778
27860	28328	444	467	0.35135135135135137
28506	29088	364	396	0.34615384615384615
33732	33743	283	266	0.2708333333333333
733	12760	524	505	0.25925925925925924
29330	26023	736	792	0.2786885245901639
5611	25898	1358	658	0.22115384615384615
21290	11076	1325	317	0.2857142857142857
12272	44	656	372	0.35
30395	19099	1704	1509	0.24
15849	20839	362	705	0.2857142857142857
35091	6958	585	599	0.2857142857142857
8885	21198	259	485	0.46153846153846156
22373	31235	420	227	0.2962962962962963
31475	30464	709	518	0.36585365853658536
9980	28431	502	660	0.3
21149	32506	1324	600	0.2682926829268293
24915	19423	510	692	0.19672131147540983
1634	12318	539	259	0.24822695035460993
24206	34878	526	378	0.2972972972972973
1614	20780	542	436	0.2441860465116279
1921	4747	656	411	0.2894736842105263
19064	8178	383	470	0.2833333333333333
28889	7167	294	1336	0.2830188679245283
25397	21604	365	540	0.3
31643	12351	493	736	0.21428571428571427
4585	9114	327	222	0.3125
23100	25983	308	429	0.3103448275862069
22997	6082	1296	737	0.26126126126126126
35021	34922	92	755	0.21333333333333335
28927	5261	548	825	0.614100185528757
7480	20209	477	535	0.5115740740740741
34444	28084	1120	465	0.4375
2580	3675	921	567	0.3125
23662	2856	295	725	0.4166666666666667
285	12034	337	440	0.34615384615384615
17163	17679	985	1508	0.5
11858	34265	1515	178	0.24691358024691357
29308	32196	528	657	0.24528301886792453
22910	30346	445	540	0.36363636363636365
3263	15264	252	362	0.2692307692307692
1091	9259	1351	423	0.358974358974359
12856	1180	1305	474	0.4090909090909091
8093	6663	1078	488	0.20408163265306123
9825	22275	1199	1256	0.7831031681559708
864	4181	341	277	0.2807017543859649
33238	25652	1021	279	0.3137254901960784
2367	32335	475	508	0.27419354838709675
18037	11201	506	260	0.19753086419753085
1504	26312	410	529	0.3013698630136986
22585	9780	286	706	0.2571428571428571
11872	10620	785	475	0.6666666666666666
14880	12388	1509	491	0.2857142857142857
26743	13816	1974	394	0.25
7803	1027	276	263	0.22279792746113988
25194	11019	253	538	0.375
2742	893	1330	510	0.28205128205128205
32668	12816	618	1508	0.23684210526315788
1298	8919	252	872	0.2465753424657534
17149	11322	617	1528	0.22764227642276422
25224	27752	395	255	0.2236842105263158
9102	17010	463	709	0.4
29571	23821	456	223	0.5555555555555556
15677	30773	362	1277	0.23863636363636365
18892	1630	579	488	0.3103448275862069
21406	32428	333	489	0.4642857142857143
6030	18159	430	484	0.4230769230769231
19993	25626	504	476	0.26459143968871596
24083	26739	296	316	0.3333333333333333
32508	16758	473	832	0.21739130434782608
3257	24931	509	367	0.5714285714285714
32305	13649	432	1276	0.2537313432835821
23716	19918	292	332	0.2441860465116279
16590	24423	165	1952	0.3333333333333333
14343	16671	292	320	0.5555555555555556
21646	4298	477	512	0.38095238095238093
18395	24957	405	509	0.5294117647058824
28123	27448	856	503	0.6
23195	33692	574	392	0.5294117647058824
13017	17541	220	505	0.22340425531914893
33205	12995	596	453	0.22388059701492538
19442	14984	323	222	0.3684210526315789
23145	28112	275	345	0.225
10487	27295	1531	1365	0.2898550724637681
32409	14144	530	191	0.2894736842105263
28454	25666	261	418	0.4642857142857143
19642	33920	531	949	0.3142857142857143
20525	15750	1168	521	0.3103448275862069
10109	1920	295	511	0.26506024096385544
30193	30982	499	531	0.25609756097560976
23915	34375	579	889	0.21212121212121213
30867	299	345	341	0.4375
33285	19053	1022	497	0.2857142857142857
15971	10424	449	228	0.23076923076923078
26772	14315	323	521	0.22448979591836735
16503	19711	365	434	0.5625
15981	28221	194	913	0.4117647058823529
22099	35099	1304	473	0.29411764705882354
2075	23332	261	1533	0.2553191489361702
1558	20027	457	488	0.203125
20914	3904	1370	331	0.3157894736842105
23670	2089	322	301	0.2553191489361702
11460	34865	415	350	0.4
17638	26272	294	446	0.30434782608695654
30374	10825	435	413	0.2549019607843137
536	3351	536	408	0.5833333333333334
30007	12915	547	165	0.8571428571428571
18373	11286	884	312	0.38461538461538464
12854	2993	332	723	0.24615384615384617
30634	29283	324	504	0.3409090909090909
14894	32114	192	260	0.8571428571428571
9298	20626	1324	516	0.27380952380952384
17671	22633	165	493	0.21153846153846154
313	15839	133	453	0.7424242424242424
